CreditScore,Geography,Gender,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
646,Spain,Female,50,5,142644.64,1,1,142208.5,1
659,France,Female,44,9,23503.31,0,1,169862.01,1
487,Spain,Male,33,8,145729.71,1,0,41365.85,0
740,France,Female,40,2,122295.17,1,1,30812.84,0
686,France,Male,39,4,0,1,0,155023.93,0
612,Spain,Female,36,5,119799.27,1,0,159416.58,0
655,Spain,Male,37,8,163708.58,0,0,76259.23,0
617,France,Male,34,1,61687.33,1,0,105965.25,0
674,France,Female,27,4,79144.34,0,1,50743.83,0
711,Spain,Male,32,5,0,1,1,147720.27,0
624,France,Female,27,7,104848.68,1,1,167387.36,0
597,Spain,Male,26,5,0,0,1,95159.13,0
682,Spain,Male,46,4,0,1,1,4654.28,0
775,France,Male,45,8,0,1,0,130376.68,0
727,France,Female,29,1,146652.01,1,1,173486.39,0
629,France,Male,31,6,0,1,0,93881.75,0
684,France,Male,46,0,0,1,1,36376.97,0
549,France,Female,37,1,130622.34,1,1,128499.94,0
593,France,Male,69,2,187013.13,0,1,105898.69,0
536,Spain,Male,40,9,0,1,1,11959.03,0
707,France,Female,36,6,0,0,0,98810.78,0
592,Spain,Male,41,0,0,1,0,65906.07,0
703,France,Male,44,6,98862.54,1,0,151516.7,0
723,Spain,Female,45,4,0,1,0,37214.39,0
452,France,Male,52,1,98443.14,0,0,92033.98,0
552,Spain,Male,42,4,0,0,0,195692.3,0
633,France,Female,47,0,0,1,1,6342.84,1
479,France,Female,23,9,123575.51,0,1,95148.28,0
768,France,Male,25,6,0,1,1,21215.67,0
742,France,Male,31,4,105239.1,1,1,19700.24,0
668,France,Male,56,9,110993.79,1,0,134396.64,1
707,Spain,Male,44,3,0,1,1,135077.01,0
754,Spain,Male,39,7,157691.98,1,0,133600.89,1
544,France,Male,47,5,105245.21,0,0,99922.08,1
718,Spain,Male,32,8,0,1,1,41399.33,0
762,France,Male,31,7,117687.35,1,1,159344.43,0
772,France,Male,23,2,0,1,0,18364.19,0
691,France,Female,37,7,123067.63,1,1,98162.44,1
502,France,Male,45,0,0,0,0,84663.21,0
563,France,Female,34,6,0,0,0,36536.93,0
676,France,Female,41,4,101457.14,1,1,79101.67,0
576,Spain,Male,52,2,100549.43,1,1,16644.16,0
629,Spain,Male,35,4,174588.8,0,1,158420.14,0
625,Spain,Male,52,8,121161.57,1,0,48988.28,0
628,France,Male,45,9,0,1,1,96862.56,0
471,France,Female,36,5,90063.74,1,1,96366.7,0
811,France,Female,45,5,0,1,1,146123.19,0
504,France,Male,42,3,134936.97,0,0,135178.91,0
687,France,Female,24,3,110495.27,1,0,158615.41,0
660,France,Female,37,2,133200.09,0,0,71433.88,0
548,France,Female,41,4,82596.8,0,1,55672.09,0
609,France,Male,31,9,103837.75,1,1,150218.11,0
659,Spain,Female,42,2,0,0,0,162734.31,1
526,France,Male,52,8,93590.47,0,1,21228.71,1
725,France,Male,40,8,104149.66,1,0,62027.9,0
519,France,Male,38,1,114141.64,1,1,60988.21,1
562,France,Female,31,9,117153,1,1,108675.01,0
482,France,Male,45,7,156353.46,1,0,72643.95,1
535,Spain,Male,37,3,175534.78,1,1,9241.52,0
561,France,Female,27,9,135637,1,0,153080.4,1
661,France,Female,30,7,0,1,0,72196.57,0
771,France,Male,27,2,0,1,1,199527.34,0
545,France,Male,26,7,0,0,1,156598.23,0
850,France,Female,33,2,83415.04,0,1,74917.64,0
601,France,Male,43,3,141859.12,1,1,111249.62,0
712,France,Male,38,7,132767.66,1,1,59115.77,0
589,France,Female,31,10,110635.32,1,0,148218.86,0
600,Spain,Male,37,8,177657.35,1,1,77142.32,0
642,France,Male,41,4,157777.58,1,0,67484.6,0
575,France,Male,47,9,107915.94,1,1,63452.18,1
570,France,Female,57,5,86568.75,0,1,103660.31,0
532,France,Male,52,9,137755.76,1,0,163191.99,1
796,France,Male,30,2,137262.71,1,0,62905.29,0
833,Spain,Male,32,6,0,1,1,44323.22,1
642,Spain,Female,36,6,0,1,1,97938.59,0
655,France,Male,28,10,0,0,1,126565.21,0
736,France,Male,50,9,116309.01,1,0,185360.4,1
617,France,Female,34,0,131244.65,1,0,183229.02,0
762,France,Male,28,3,125155.83,1,1,106024.02,0
703,France,Male,35,5,140691.08,1,0,167810.26,0
507,France,Male,41,3,58820.32,1,1,138536.09,0
581,France,Female,26,3,105099.45,1,1,184520,1
593,France,Male,31,9,0,0,1,20492.16,0
648,France,Male,23,9,168372.52,1,0,134676.72,0
462,France,Male,34,1,94682.56,1,0,138478.2,0
596,Spain,Male,36,2,0,0,1,125557.95,0
627,France,Female,44,5,0,1,0,82969.61,1
494,France,Male,40,7,0,0,1,158071.69,0
627,France,Male,73,0,146329.73,0,1,43615.67,0
850,Spain,Male,37,2,0,1,0,119969.99,0
632,France,Female,49,5,167962.7,0,0,140201.21,0
490,France,Male,33,1,0,1,1,80792.83,0
715,France,Male,40,7,0,1,1,141359.11,0
679,France,Male,48,8,0,1,0,23344.94,0
619,France,Male,44,3,116967.68,1,0,5075.17,1
465,Spain,Female,33,6,0,1,1,95500.98,0
736,Spain,Male,32,7,0,0,1,79082.62,0
501,France,Female,34,7,93244.42,0,1,199805.63,0
535,France,Female,29,5,0,0,1,52709.55,0
759,France,Female,33,2,0,1,0,56583.88,0
819,France,Male,35,1,0,0,1,3385.04,0
533,France,Male,43,4,80442.06,0,1,12537.42,0
632,France,Female,35,2,150561.03,0,0,64722.61,0
686,France,Male,60,9,0,1,1,75246.21,1
687,France,Female,34,9,125474.44,1,0,198929.84,0
667,France,Female,33,4,127076.68,1,0,69011.66,0
699,Spain,Female,25,8,0,1,1,52404.47,0
497,Spain,Male,37,8,128650.11,1,1,163641.53,0
780,Spain,Female,33,6,145580.61,1,1,154598.56,0
652,France,Female,51,3,0,1,0,173989.47,1
477,France,Male,47,9,144900.58,1,0,61315.37,1
652,France,Female,37,4,0,1,0,143393.24,0
488,France,Female,31,8,97588.6,0,0,124210.53,0
572,France,Male,24,1,0,1,1,151460.84,0
755,France,Female,38,1,0,1,0,20734.81,0
779,France,Female,24,10,122200.31,1,0,43705.56,0
693,Spain,Female,46,3,151709.33,1,0,180736.24,0
530,Spain,Female,22,7,0,1,0,104170.48,0
738,Spain,Female,33,3,122134.4,0,1,27867.59,0
690,France,Male,31,2,137260.45,1,0,55387.28,0
611,France,Female,30,9,88594.14,1,0,196332.45,0
643,Spain,Male,34,6,0,1,1,116046.22,0
632,France,Male,41,8,127205.32,1,0,93874.87,1
727,Spain,Female,31,10,96997.09,0,0,76614.04,0
508,France,Female,64,2,0,1,1,6076.62,0
550,France,Male,31,5,142200.19,1,1,122221.71,0
754,France,Female,39,3,160761.41,1,1,24156.03,0
759,France,Male,26,4,0,1,0,135394.62,0
794,Spain,Male,33,8,0,0,0,91340.02,0
549,France,Male,29,3,0,1,0,146090.38,0
671,France,Male,31,0,116234.61,1,0,172096.08,0
756,France,Female,26,5,155143.52,0,1,135034.57,1
632,France,Female,21,1,0,1,0,84008.66,0
579,France,Male,38,8,0,0,0,91763.67,0
748,France,Male,34,5,84009.47,1,1,137001.1,0
488,France,Female,28,7,139246.22,1,0,106799.49,0
710,France,Male,58,7,170113,0,1,10494.64,0
619,Spain,Female,41,8,0,1,1,79866.73,1
773,France,Male,64,2,145578.28,0,1,186172.85,0
657,Spain,Male,75,7,126273.95,0,1,91673.6,0
579,France,Female,26,10,162482.76,1,1,18458.2,0
542,France,Male,29,9,0,1,0,8342.35,0
709,France,Female,32,2,87814.89,1,0,138578.37,0
617,Spain,Male,61,3,113858.95,1,1,38129.22,0
568,France,Male,43,5,87612.64,1,1,107155.4,1
769,France,Female,73,1,0,1,1,29792.11,0
608,France,Male,26,1,106648.98,0,1,7063.6,0
503,Spain,Male,31,4,0,1,1,21645.06,0
608,France,Female,38,8,103653.51,1,1,137079.86,0
731,France,Male,37,3,116880.53,0,0,172718.35,1
850,France,Female,40,4,97990.49,0,0,106691.02,0
591,France,Female,34,4,150635.3,1,1,72274.84,0
579,Spain,Male,37,4,0,1,1,32246.63,0
570,France,Male,39,10,129674.89,1,0,80552.36,0
709,France,Female,37,9,0,1,0,16733.59,0
611,France,Male,53,3,83568.26,0,0,1235.49,0
775,Spain,Male,48,4,178144.91,0,0,50168.41,1
699,France,Male,36,6,147137.74,1,1,33687.9,0
618,France,Male,37,5,0,0,1,178705.45,1
704,France,Male,36,3,114370.41,0,1,66810.48,0
835,France,Female,47,5,108289.28,1,1,45859.55,1
714,France,Male,39,3,149887.49,1,0,63846.36,0
581,Spain,Female,43,4,170172.9,0,1,100236.02,0
592,France,Male,27,3,0,1,1,19645.65,0
551,France,Male,43,7,0,1,0,178393.68,0
689,France,Female,28,2,64808.32,0,0,78591.15,0
604,France,Female,56,0,62732.65,0,1,124954.56,0
514,France,Female,41,7,0,1,1,3756.65,0
698,France,Male,29,5,95167.55,1,1,152723.23,0
581,France,Female,54,2,152508.99,1,0,187597.98,1
573,France,Male,31,0,134644.19,1,1,70381.49,0
449,Spain,Female,33,8,0,0,0,156792.89,0
850,France,Female,31,3,51293.47,0,0,35534.68,0
612,France,Male,41,5,0,0,0,151256.22,0
690,Spain,Male,49,8,116622.73,0,1,51011.29,0
599,Spain,Female,49,2,0,1,0,111190.53,0
498,France,Male,33,1,198113.86,1,0,69664.35,0
497,France,Female,29,4,85646.81,0,0,63233.02,1
802,Spain,Male,51,7,0,0,1,40855.79,0
644,France,Male,33,9,141234.98,1,0,95673.05,0
714,France,Male,34,10,0,1,1,80234.14,0
690,France,Female,40,9,77641.99,0,0,189051.59,1
522,Spain,Male,30,3,0,1,0,145490.85,0
502,France,Female,40,7,117304.29,0,0,196278.32,0
730,Spain,Female,62,2,0,1,1,162889.1,0
590,France,Male,36,6,92340.69,1,1,174667.58,0
458,France,Male,35,9,146780.52,1,1,3476.38,0
553,Spain,Male,41,6,144974.55,1,1,19344.92,0
479,France,Male,47,1,0,1,0,95270.83,0
693,France,Male,31,2,0,1,1,107759.31,0
707,Spain,Male,43,10,0,1,0,118368.2,0
636,Spain,Male,37,1,115137.26,1,0,52484.01,0
807,France,Male,33,10,101952.97,1,0,178153.65,0
513,France,Female,45,0,164649.52,1,0,49915.52,1
582,France,Male,31,2,0,1,1,33747.03,0
694,France,Male,32,0,91956.49,1,1,59961.81,0
777,France,Male,39,8,0,1,1,18613.52,0
598,France,Male,32,9,123938.6,1,0,198894.42,0
762,France,Male,46,6,123571.77,0,1,57014.17,1
588,France,Female,34,3,120777.88,1,1,131729.52,0
663,France,Male,42,5,90248.79,1,1,79169.73,0
777,France,Male,36,7,0,1,0,106472.34,0
592,France,Male,71,4,0,0,1,17013.54,0
631,France,Male,48,1,106396.48,1,1,150661.42,1
725,France,Female,47,1,104887.43,0,0,86622.56,1
850,France,Male,34,2,72079.71,1,1,115767.93,0
540,France,Male,37,6,0,1,0,141998.89,0
674,Spain,Male,36,2,0,1,1,182787.17,0
553,France,Male,38,3,99844.68,0,0,187915.7,0
630,France,Female,28,1,0,1,1,133267.78,0
466,France,Male,26,3,156815.71,1,1,137476.09,0
613,France,Male,47,6,146034.74,1,1,77146.14,0
558,France,Male,27,1,152283.39,1,0,183271.15,0
775,France,Female,33,1,118897.1,1,1,26362.4,0
698,France,Male,52,8,96781.39,1,1,153373.71,0
608,France,Male,33,1,102772.67,1,0,70705.58,0
670,Spain,Female,20,4,0,1,0,119759.24,0
591,Spain,Male,39,8,0,0,0,42392.24,0
633,France,Male,40,4,150578,0,1,34670.62,1
678,France,Female,46,1,0,0,0,82106.19,0
590,France,Male,47,3,0,1,0,171774.5,0
705,France,Female,48,0,0,0,0,149772.61,0
608,France,Male,42,10,163548.07,1,0,38866.85,0
682,France,Female,37,8,148580.12,1,0,35179.18,0
596,France,Male,32,3,96709.07,0,0,41788.37,0
395,France,Female,34,5,106011.59,1,1,17376.57,1
578,France,Male,37,1,135650.88,1,0,199428.19,0
547,France,Male,55,4,111362.76,1,0,16922.28,1
609,France,Male,37,1,39344.83,1,1,178291.89,1
774,France,Male,36,9,130809.77,1,0,152290.28,0
712,France,Female,27,2,133009.51,1,0,126809.15,0
585,France,Female,28,9,135337.49,1,1,40385.61,0
666,France,Female,32,10,112536.57,1,1,34350.54,0
708,Spain,Female,35,8,122570.69,0,0,199005.88,0
513,France,Male,44,1,63562.02,0,1,52629.73,1
445,France,Male,37,3,0,1,1,180012.39,0
690,France,Male,44,9,100368.63,0,0,35342.33,0
850,France,Male,37,6,0,1,0,109291.22,0
537,Spain,Female,33,7,136082,1,0,62746.54,0
705,France,Male,48,9,114169.16,0,0,173273.2,1
670,France,Female,45,5,47884.92,1,1,54340.24,0
652,Spain,Female,36,1,0,1,1,19302.78,0
696,Spain,Male,24,9,0,0,0,10883.52,0
747,France,Male,49,6,202904.64,1,1,17298.72,1
511,France,Female,46,1,0,1,1,115779.48,1
743,Spain,Male,43,2,161807.18,0,1,93228.86,1
532,France,Male,52,3,110791.97,1,0,148704.77,1
642,Spain,Female,33,9,0,1,1,150475.14,0
554,France,Female,54,6,108755,1,0,40914.32,1
604,Spain,Female,34,3,0,1,0,38587.7,0
602,France,Female,72,3,0,1,1,171260.66,0
757,Spain,Female,55,9,117294.12,1,0,94187.47,1
491,France,Male,26,4,102251.14,1,1,145900.89,0
850,France,Male,31,4,0,0,0,152298.28,0
521,France,Male,22,5,0,1,1,99828.45,0
726,France,Male,37,2,132057.92,1,0,34743.98,0
596,France,Male,33,8,0,1,0,121189.3,1
850,France,Female,35,7,114285.2,0,1,129660.59,0
637,France,Female,41,9,0,1,0,145477.36,0
690,Spain,Male,32,2,76087.98,0,1,151822.66,0
689,France,Male,40,8,160272.27,1,0,49656.24,0
633,Spain,Male,63,4,114552.6,1,0,73856.28,1
555,France,Female,27,8,102000.17,1,1,116757,0
563,Spain,Male,24,7,0,0,0,16319.56,0
494,France,Female,33,1,137853,0,1,90273.85,0
534,France,Male,27,9,0,1,0,161344.13,0
696,France,Male,42,7,162318.61,1,0,121061.89,0
535,Spain,Female,50,1,140292.58,0,0,69531.22,1
600,France,Male,34,0,0,0,1,3756.23,0
807,France,Female,34,1,0,0,0,114448.13,0
714,France,Female,52,2,0,0,1,144045.08,1
590,France,Male,24,7,126431.54,1,0,58781.11,0
614,France,Female,41,3,123475.04,1,1,179227.52,0
766,France,Female,45,6,97652.96,1,0,127332.33,0
557,Spain,Male,42,4,0,0,1,86642.38,0
788,France,Female,49,4,137455.99,1,0,184178.29,1
648,France,Female,38,2,0,0,1,9551.49,0
726,France,Female,33,7,99046.31,1,1,56053.06,0
773,France,Male,33,9,0,1,1,1118.31,0
583,France,Male,27,4,105907.42,1,1,195732.04,0
565,France,Male,52,5,97720.35,1,0,175070.94,1
705,France,Male,25,9,0,0,1,112331.19,0
685,Spain,Male,43,4,97392.18,1,0,43956.83,0
741,France,Male,29,8,0,1,1,115994.52,0
658,France,Female,28,9,152812.58,1,0,166682.57,0
575,France,Male,27,3,139301.68,1,0,99843.98,0
844,France,Female,41,10,76319.64,1,1,141175.18,1
559,Spain,Male,67,9,125919.35,1,0,175910.95,1
725,France,Male,37,6,124348.38,0,1,176984.34,0
450,France,Male,29,7,117199.8,1,1,43480.63,0
738,France,Female,57,9,148384.64,0,0,155047.11,1
642,France,Female,19,3,113905.48,1,1,176137.2,0
618,Spain,Male,32,5,133476.09,0,1,154843.4,0
590,France,Male,47,0,117879.32,1,1,8214.46,0
735,France,Male,50,2,0,0,1,147075.69,0
550,France,Male,34,8,122359.5,0,0,116495.55,0
729,Spain,Female,28,0,0,1,1,31165.06,1
743,France,Male,59,5,108585.35,1,1,192127.22,1
555,France,Male,31,8,145875.74,1,0,137491.23,0
667,Spain,Female,36,3,121542.57,1,1,186841.71,0
790,Spain,Female,41,7,109508.68,0,0,86776.38,0
727,France,Male,34,2,146407.11,1,1,72073.72,0
744,France,Female,39,6,0,0,0,10662.58,0
629,France,Male,35,8,112330.83,1,1,91001.02,0
619,France,Female,35,4,90413.12,1,1,20555.21,0
634,France,Male,34,8,105302.66,1,1,123164.97,0
608,Spain,Female,35,6,0,1,1,143463.28,0
507,France,Female,35,1,0,0,0,92131.54,0
536,France,Female,35,4,121520.36,0,0,77178.42,0
730,Spain,Female,43,1,103960.38,1,1,193650.16,0
583,France,Male,39,8,102945.01,0,0,52861.89,0
644,France,Female,24,8,92760.55,1,0,35896.75,0
790,Spain,Male,37,8,0,1,1,149418.41,0
807,France,Female,40,1,134590.21,1,1,46253.65,0
581,France,Female,37,10,104255.03,1,0,86609.37,0
627,Spain,Female,55,6,0,0,0,91943.94,1
850,France,Male,41,3,0,1,0,128892.36,0
754,France,Female,35,4,0,1,0,44830.71,0
551,France,Male,50,1,121399.98,0,1,84508.44,1
637,France,Male,35,8,147127.81,1,1,84760.7,0
699,Spain,Male,31,8,125927.51,1,0,147661.47,0
542,France,Female,25,7,0,0,1,82393.08,0
640,France,Male,48,1,111599.32,0,1,135995.58,0
553,France,Female,27,3,0,0,0,159800.16,0
741,France,Male,38,9,0,1,0,14379.01,0
598,France,Male,35,8,114212.6,1,1,74322.85,0
660,Spain,Female,42,5,0,1,1,189016.24,1
618,Spain,Male,41,4,115251.64,0,0,136435.75,0
647,France,Male,43,9,0,1,1,78488.39,0
491,France,Female,68,3,107571.61,0,1,113695.99,0
652,France,Female,32,2,0,1,0,54628.11,0
650,France,Female,45,9,152367.21,1,0,150835.21,1
413,France,Male,39,1,130969.77,1,1,158891.79,0
416,France,Female,25,0,97738.97,1,1,160523.33,0
629,Spain,Male,34,8,0,1,1,180595.02,0
678,Spain,Female,40,4,113794.22,1,0,16618.76,0
527,Spain,Male,28,6,128396.33,1,0,79919.97,0
743,Spain,Female,48,5,118207.69,0,0,186489.14,1
683,France,Male,73,9,124730.26,1,1,51999.5,0
536,France,Female,41,9,0,1,0,121299.14,0
663,Spain,Male,52,0,136298.65,1,0,144593.3,1
646,France,Female,38,2,0,0,0,178752.73,0
707,France,Male,35,2,0,1,1,94148.3,0
602,France,Male,34,5,0,1,1,77414.45,0
635,France,Female,47,2,125724.95,1,0,63236.97,0
597,France,Male,67,2,0,0,1,108645.85,0
503,France,Male,38,1,0,1,1,95153.24,0
524,Spain,Female,64,5,0,1,0,136079.64,1
700,France,Male,46,5,95872.86,1,0,98273.01,1
692,France,Male,33,9,0,1,0,113505.93,1
562,France,Male,37,2,0,0,1,52525.15,1
679,France,Male,37,7,74260.03,1,0,194617.98,0
603,France,Male,35,1,123407.69,1,0,152541.89,1
720,Spain,Male,33,3,123783.91,1,1,142903.44,0
797,France,Male,24,5,0,1,0,182257.61,0
594,France,Male,36,6,153880.15,0,0,135431.72,0
529,France,Female,31,7,0,1,1,175697.87,0
606,France,Female,32,1,106301.85,0,1,59061.25,0
621,Spain,Female,40,7,0,0,1,131283.6,1
513,France,Female,43,9,0,1,0,152499.8,0
753,France,Male,44,3,138076.47,1,0,15523.09,1
605,France,Female,30,9,135422.31,0,1,186418.85,0
574,Spain,Female,37,7,0,1,0,32262.28,0
726,France,Female,38,5,126875.62,1,0,128052.29,0
611,Spain,Female,28,3,96381.68,1,0,181419.29,0
593,France,Female,41,4,119703.1,1,1,109783.29,0
466,France,Male,41,2,152102.18,1,0,181879.56,0
741,France,Female,36,0,127675.39,1,0,74260.16,0
684,France,Female,44,2,133776.86,0,1,49865.04,0
550,Spain,Female,33,9,72788.03,1,1,103608.06,0
593,Spain,Male,26,9,76226.9,1,0,167564.82,0
601,France,Male,48,9,163630.76,0,1,41816.49,1
676,Spain,Female,30,5,0,0,0,179066.58,0
556,France,Female,46,10,0,0,0,109184.24,0
719,France,Male,36,3,155423.17,1,1,199841.32,0
850,France,Male,55,0,98710.89,1,1,83617.17,1
649,Spain,Female,49,2,0,1,0,84863.85,1
509,Spain,Male,41,7,126683.8,0,1,114775.53,0
684,France,Male,33,4,140700.61,1,0,103557.93,0
806,France,Male,30,8,168078.83,1,0,85028.36,1
729,Spain,Male,44,4,107726.93,1,0,153064.87,0
683,France,Female,33,9,0,1,1,38784.42,0
689,Spain,Female,63,1,0,1,1,186526.12,0
672,France,Female,21,1,35741.69,1,0,28789.94,0
602,France,Female,53,5,98268.84,0,1,45038.29,1
739,France,Female,20,4,133800.98,0,1,150245.81,0
618,France,Female,21,2,125682.79,0,0,57762,0
674,France,Female,42,9,0,1,0,4292.72,0
762,France,Male,26,6,130428.78,1,0,173365.89,0
790,Spain,Male,37,6,0,1,1,119484.01,0
754,Spain,Female,27,8,0,0,0,121821.16,0
729,France,Male,44,6,0,1,0,151733.43,0
606,France,Female,47,0,137138.2,0,1,53784.22,0
616,France,Male,23,8,73112.95,1,1,62733.05,0
772,France,Male,47,9,152347.01,0,1,17671.78,0
652,Spain,Male,41,8,115144.68,1,0,188905.43,0
743,France,Male,43,5,0,0,0,113079.19,1
793,France,Male,39,3,137817.52,0,0,83997.79,0
743,Spain,Male,45,7,157332.26,1,0,125424.42,0
746,France,Male,37,2,0,1,0,143194.05,0
627,France,Female,39,5,124586.93,1,0,93132.61,1
713,Spain,Male,38,6,116980.78,0,1,76038.38,0
678,Spain,Female,40,3,128398.38,1,0,168658.3,0
540,Spain,Male,39,1,0,0,1,108419.41,0
615,France,Female,33,3,137657.25,1,1,171657.57,0
415,Spain,Male,53,5,167259.44,1,1,22357.25,0
628,France,Female,45,8,0,1,0,193903.06,0
700,France,Male,26,4,119009.57,1,0,141926.43,0
623,France,Male,33,2,80002.33,1,1,104079.62,0
623,France,Female,37,4,140211.88,1,1,93832.33,0
679,France,Female,44,3,118742.74,1,0,1568.91,0
632,Spain,Male,37,1,138207.08,1,0,60778.11,1
790,France,Female,47,10,148636.21,0,1,16119.96,1
514,France,Male,45,1,178827.79,1,0,60375.18,0
491,France,Male,33,5,83134.3,1,0,187946.55,0
753,France,Male,92,3,121513.31,0,1,195563.99,0
693,France,Female,37,6,95900.04,1,1,38196.24,0
679,France,Female,30,1,112543.42,1,1,179435.21,0
529,Spain,Male,34,9,0,1,1,93208.22,0
619,Spain,Female,31,3,141751.82,0,1,61531.86,0
680,Spain,Female,37,6,124140.57,1,0,92826.35,0
693,France,Male,45,2,116546.59,0,0,23140.28,1
834,France,Female,28,6,0,1,0,74287.53,0
636,Spain,Female,29,6,157576.47,1,1,101102.39,0
538,Spain,Male,43,5,0,1,0,126933.73,0
566,France,Female,44,5,141428.99,0,0,68408.74,0
597,Spain,Male,35,0,127510.99,1,1,155356.34,0
711,France,Female,29,9,0,0,1,3234.8,0
606,France,Male,31,10,0,1,0,195209.4,0
615,Spain,Male,51,6,81818.49,1,1,169149.38,0
589,France,Male,36,1,100895.54,1,1,68075.14,0
606,France,Male,45,5,63832.43,1,1,93707.8,0
582,France,Male,29,4,0,0,0,156153.27,0
710,France,Female,36,4,116085.06,1,0,58601.61,0
467,France,Male,57,1,0,1,1,114448.77,0
749,France,Male,30,1,0,0,1,126551.65,0
564,France,Female,33,2,115761.51,0,1,112350.21,1
730,Spain,Male,26,6,0,1,1,185808.7,0
678,France,Male,32,4,139626.01,1,1,118235.52,1
540,France,Female,31,7,0,0,1,183051.6,1
767,France,Female,35,6,115576.44,0,1,27922.45,0
615,France,Female,23,4,0,1,0,196476.19,0
583,France,Female,41,5,77647.6,1,0,190429.52,0
850,France,Female,40,5,0,1,0,35034.15,0
651,France,Female,34,10,148962.46,1,0,66389.43,1
798,France,Male,22,8,0,1,0,107615.43,0
695,France,Male,37,2,0,1,1,99692.65,0
497,France,Male,41,5,80542.81,0,0,88729.22,1
739,France,Male,40,4,0,0,0,173321.65,0
549,France,Female,34,4,0,0,0,139463.57,0
850,France,Male,35,9,102050.47,1,1,3769.71,0
648,Spain,Male,49,5,0,1,0,149946.43,1
679,France,Female,24,6,114948.76,0,1,135768.25,0
606,France,Male,39,8,136000.45,1,0,31708.53,0
850,France,Male,32,4,156001.68,1,1,151677.31,0
619,France,Male,41,3,147974.16,1,0,170518.83,0
719,Spain,Male,44,2,0,1,0,196582.19,0
640,France,Male,26,5,90402.77,1,1,3298.65,0
710,France,Male,40,5,0,0,0,162878.96,0
580,France,Male,31,2,0,0,1,64014.24,0
550,France,Male,44,9,0,1,0,26257.01,0
841,France,Female,31,3,162701.65,1,1,126794.56,0
760,France,Male,34,2,0,1,0,164162.44,0
687,France,Female,30,6,0,0,0,179206.92,0
753,France,Female,35,5,82453.96,0,0,18254.75,0
661,France,Male,35,9,100107.99,1,0,83949.68,0
699,France,Male,28,7,0,1,1,22684.78,0
617,France,Female,39,5,83348.89,1,0,7953.62,1
595,France,Female,44,4,96553.52,1,0,143952.24,1
669,France,Male,50,9,201009.64,1,0,158032.5,1
613,France,Female,27,5,125167.74,1,0,199104.52,0
782,France,Male,32,9,0,1,1,87566.97,0
582,France,Female,43,5,153313.67,0,0,170563.73,0
679,France,Male,30,9,0,1,0,157871.55,0
611,France,Female,40,2,125879.29,1,0,93203.43,0
455,France,Female,37,6,170057.62,0,1,54398.56,0
621,France,Male,32,1,0,1,1,168779.47,0
596,France,Male,48,2,131326.47,0,0,1140.02,1
